RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
T308,T308,John Rollins,28,0.96,"$289,756","$30,258,000",2014,pct_total_money_won
T310,T310,Alex Cejka,6,0.92,"$57,059","$6,174,000",2014,pct_total_money_won
T310,T310,Nicolas Colsaerts,12,0.92,"$123,367","$13,464,000",2014,pct_total_money_won
T310,T310,Dudley Hart,4,0.92,"$40,217","$4,374,000",2014,pct_total_money_won
313,313,Padraig Harrington,16,0.9,"$169,175","$18,711,787",2014,pct_total_money_won
314,314,Billy Mayfair,4,0.89,"$32,118","$3,600,000",2014,pct_total_money_won
T315,T315,Bronson La'Cassie,18,0.87,"$160,632","$18,450,000",2014,pct_total_money_won
T315,T315,John Peterson,25,0.87,"$238,229","$27,234,000",2014,pct_total_money_won
T317,T317,Jim Herman,21,0.86,"$187,336","$21,672,000",2014,pct_total_money_won
T317,T317,Lee Janzen,8,0.86,"$63,946","$7,416,000",2014,pct_total_money_won
319,319,Sandy Lyle,2,0.85,"$27,972","$3,285,787",2014,pct_total_money_won
320,320,Mark Calcavecchia,8,0.79,"$68,608","$8,640,000",2014,pct_total_money_won
321,321,Y.E. Yang,28,0.78,"$254,525","$32,607,787",2014,pct_total_money_won
322,322,Glen Day,5,0.76,"$30,628","$4,014,000",2014,pct_total_money_won
T323,T323,Stephen Ames,18,0.74,"$141,143","$19,188,000",2014,pct_total_money_won
T323,T323,Tom Watson,5,0.74,"$53,727","$7,299,787",2014,pct_total_money_won
T325,T325,Anirban Lahiri,3,0.73,"$34,510","$4,725,787",2014,pct_total_money_won
T325,T325,Vaughn Taylor,3,0.73,"$20,451","$2,790,000",2014,pct_total_money_won
T327,T327,Lucas Glover,26,0.71,"$210,166","$29,502,000",2014,pct_total_money_won
T327,T327,Doug LaBelle II,12,0.71,"$84,209","$11,880,000",2014,pct_total_money_won
329,329,Kevin Tway,23,0.69,"$167,278","$24,372,000",2014,pct_total_money_won
T330,T330,Matt Bettencourt,14,0.68,"$96,825","$14,202,000",2014,pct_total_money_won
T330,T330,Will Claxton,8,0.68,"$56,886","$8,370,000",2014,pct_total_money_won
332,332,Fabián Gómez,4,0.67,"$27,616","$4,140,000",2014,pct_total_money_won
333,333,Darren Clarke,15,0.65,"$128,293","$19,611,787",2014,pct_total_money_won
334,334,D.H. Lee,20,0.63,"$138,642","$22,032,000",2014,pct_total_money_won
335,335,Cameron Beckman,12,0.62,"$72,834","$11,718,000",2014,pct_total_money_won
T336,T336,David Duval,15,0.6,"$94,709","$15,741,787",2014,pct_total_money_won
T336,T336,Len Mattiace,4,0.6,"$20,660","$3,420,000",2014,pct_total_money_won
T336,T336,Marc Turnesa,6,0.6,"$30,959","$5,166,000",2014,pct_total_money_won
T339,T339,Chez Reavie,2,0.59,"$11,766","$1,980,000",2014,pct_total_money_won
T339,T339,Kyle Reifers,2,0.59,"$12,300","$2,070,000",2014,pct_total_money_won
341,341,Jeff Curl,2,0.58,"$13,440","$2,322,000",2014,pct_total_money_won
342,342,Kevin Foley,15,0.57,"$87,737","$15,444,000",2014,pct_total_money_won
T343,T343,Justin Bolli,6,0.56,"$29,326","$5,274,000",2014,pct_total_money_won
T343,T343,Mark Wilson,25,0.56,"$155,312","$27,774,000",2014,pct_total_money_won
345,345,Alex Prugh,16,0.55,"$90,606","$16,362,000",2014,pct_total_money_won
346,346,Harold Varner III,2,0.54,"$13,199","$2,448,000",2014,pct_total_money_won
347,347,Bubba Dickerson,2,0.52,"$12,224","$2,358,000",2014,pct_total_money_won
T348,T348,Chris Smith,7,0.51,"$33,620","$6,552,000",2014,pct_total_money_won
T348,T348,Chris Thompson,2,0.51,"$14,559","$2,862,000",2014,pct_total_money_won
T350,T350,Ben Kohles,3,0.48,"$14,784","$3,060,000",2014,pct_total_money_won
T350,T350,Lee Williams,13,0.48,"$66,074","$13,788,000",2014,pct_total_money_won
352,352,John Daly,15,0.47,"$76,634","$16,479,787",2014,pct_total_money_won
353,353,Oliver Goss,7,0.45,"$37,160","$8,262,000",2014,pct_total_money_won
T354,T354,Tag Ridings,12,0.44,"$53,647","$12,204,000",2014,pct_total_money_won
T354,T354,Bobby Wyatt,5,0.44,"$20,405","$4,626,000",2014,pct_total_money_won
356,356,Nathan Green,4,0.43,"$13,034","$3,042,000",2014,pct_total_money_won
357,357,Fred Funk,8,0.4,"$32,417","$8,046,000",2014,pct_total_money_won
358,358,Joe Ogilvie,13,0.38,"$52,035","$13,770,000",2014,pct_total_money_won
359,359,Michael Block,2,0.37,"$10,736","$2,898,000",2014,pct_total_money_won
360,360,Thomas Aiken,3,0.34,"$11,286","$3,366,000",2014,pct_total_money_won
361,361,Paul Stankowski,3,0.33,"$6,720","$2,016,000",2014,pct_total_money_won
T362,T362,D.J. Trahan,5,0.3,"$12,900","$4,284,000",2014,pct_total_money_won
T362,T362,Chris Williams,4,0.3,"$13,176","$4,338,000",2014,pct_total_money_won
364,364,Harrison Frazar,15,0.29,"$47,247","$16,344,000",2014,pct_total_money_won
T365,T365,Todd Hamilton,4,0.26,"$10,387","$4,005,787",2014,pct_total_money_won
T365,T365,Jesper Parnevik,3,0.26,"$7,245","$2,736,000",2014,pct_total_money_won
T367,T367,Kris Blanks,8,0.21,"$17,326","$8,406,000",2014,pct_total_money_won
T367,T367,Paul Goydos,19,0.21,"$43,441","$20,484,000",2014,pct_total_money_won
369,369,Arjun Atwal,4,0.2,"$6,980","$3,510,000",2014,pct_total_money_won
T370,T370,Benjamín Alvarado,6,0.19,"$13,240","$6,912,000",2014,pct_total_money_won
T370,T370,Scott McCarron,12,0.19,"$22,794","$12,294,000",2014,pct_total_money_won
372,372,Edward Loar,19,0.16,"$29,958","$19,278,000",2014,pct_total_money_won
373,373,Daniel Chopra,16,0.13,"$20,775","$16,344,000",2014,pct_total_money_won
374,374,Alex Aragon,18,0.12,"$21,526","$18,288,000",2014,pct_total_money_won
375,375,Chris DiMarco,7,0.1,"$6,370","$6,480,000",2014,pct_total_money_won
376,376,Scott Verplank,12,0.08,"$10,696","$12,924,000",2014,pct_total_money_won
377,377,Bobby Gates,14,0.07,"$10,919","$15,444,000",2014,pct_total_money_won
