RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure,RANK THIS WEEK
127,89,Zach Johnson,23,-0.026,-0.419,16,2004,sg_around_green,NA
T128,T115,Brendon Todd,36,-0.032,-0.802,25,2004,sg_around_green,NA
T128,T136,Tom Hoge,24,-0.032,-0.599,19,2004,sg_around_green,NA
130,T143,"Ted Potter, Jr.",17,-0.042,-0.587,14,2004,sg_around_green,NA
131,112,Nick Taylor,27,-0.045,-0.907,20,2004,sg_around_green,NA
132,T126,Brian Gay,31,-0.051,-1.029,20,2004,sg_around_green,NA
133,135,Whee Kim,6,-0.065,-0.129,2,2004,sg_around_green,NA
T134,138,Kevin Chappell,19,-0.075,-0.904,12,2004,sg_around_green,NA
T134,T140,Davis Riley,8,-0.075,-0.525,7,2004,sg_around_green,NA
136,139,Sebastian Cappelen,28,-0.077,-1.31,17,2004,sg_around_green,NA
137,134,Brendan Steele,28,-0.083,-1.742,21,2004,sg_around_green,NA
138,128,Sepp Straka,26,-0.084,-1.588,19,2004,sg_around_green,NA
139,T143,Marc Leishman,17,-0.087,-0.787,9,2004,sg_around_green,NA
140,146,Matt Kuchar,12,-0.091,-0.637,7,2004,sg_around_green,NA
141,142,Charley Hoffman,22,-0.1,-1.4,14,2004,sg_around_green,NA
142,149,John Merrick,10,-0.107,-0.534,5,2004,sg_around_green,NA
143,159,Harris English,26,-0.119,-2.268,19,2004,sg_around_green,NA
144,150,Mark Anderson,22,-0.122,-2.326,19,2004,sg_around_green,NA
145,151,Ben Taylor,27,-0.127,-2.28,18,2004,sg_around_green,NA
146,T120,Zac Blair,32,-0.129,-2.706,21,2004,sg_around_green,NA
147,153,Chandler Phillips,6,-0.132,-0.794,6,2004,sg_around_green,NA
T148,155,Pat Perez,22,-0.144,-1.438,10,2004,sg_around_green,NA
T148,176,Kevin Streelman,25,-0.144,-1.722,12,2004,sg_around_green,NA
150,T164,Andrew Putnam,24,-0.148,-1.484,10,2004,sg_around_green,NA
151,156,Shawn Stefani,22,-0.154,-1.997,13,2004,sg_around_green,NA
152,148,Joseph Bramlett,23,-0.158,-2.526,16,2004,sg_around_green,NA
153,T108,Cameron Champ,26,-0.159,-3.17,20,2004,sg_around_green,NA
154,158,Boo Weekley,14,-0.161,-1.448,9,2004,sg_around_green,NA
155,160,Bo Hoag,36,-0.167,-4.177,25,2004,sg_around_green,NA
156,179,Jason Dufner,18,-0.169,-2.528,15,2004,sg_around_green,NA
157,T143,Billy Horschel,21,-0.174,-0.348,2,2004,sg_around_green,NA
158,113,Lucas Glover,23,-0.177,-1.596,9,2004,sg_around_green,NA
159,161,Stewart Cink,15,-0.178,-2.14,12,2004,sg_around_green,NA
160,123,Vincent Whaley,18,-0.183,-2.748,15,2004,sg_around_green,NA
161,154,Tyler Duncan,32,-0.185,-3.882,21,2004,sg_around_green,NA
T162,T193,Ben Martin,18,-0.19,-2.093,11,2004,sg_around_green,NA
T162,T136,Kyoung-Hoon Lee,28,-0.19,-2.843,15,2004,sg_around_green,NA
T164,T140,Francesco Molinari,11,-0.193,-0.965,5,2004,sg_around_green,NA
T164,162,Hank Lebioda,28,-0.193,-3.676,19,2004,sg_around_green,NA
T166,167,George McNeill,15,-0.196,-2.35,12,2004,sg_around_green,NA
T166,T168,Martin Laird,23,-0.196,-3.536,18,2004,sg_around_green,NA
T168,188,Chris Stroud,19,-0.199,-2.389,12,2004,sg_around_green,NA
T168,163,Jimmy Walker,11,-0.199,-1.788,9,2004,sg_around_green,NA
170,T168,Sung Kang,24,-0.202,-3.233,16,2004,sg_around_green,NA
171,172,Tom Lewis,6,-0.226,-1.358,6,2004,sg_around_green,NA
172,189,Ben Crane,17,-0.233,-2.801,12,2004,sg_around_green,NA
173,175,Kurt Kitayama,6,-0.235,-0.469,2,2004,sg_around_green,NA
174,T180,James Hahn,19,-0.236,-2.832,12,2004,sg_around_green,NA
175,173,J.J. Spaun,27,-0.239,-4.772,20,2004,sg_around_green,NA
176,202,Bo Van Pelt,17,-0.243,-2.671,11,2004,sg_around_green,NA
177,182,Scott Piercy,30,-0.245,-3.917,16,2004,sg_around_green,NA
178,195,Michael Gligic,26,-0.247,-4.197,17,2004,sg_around_green,NA
179,T177,Corey Conners,26,-0.248,-3.471,14,2004,sg_around_green,NA
180,171,Henrik Norlander,32,-0.249,-5.225,21,2004,sg_around_green,NA
181,170,Martin Trainer,19,-0.253,-4.298,17,2004,sg_around_green,NA
182,T180,Brendon de Jonge,6,-0.261,-1.042,4,2004,sg_around_green,NA
183,184,Jonathan Byrd,14,-0.269,-2.954,11,2004,sg_around_green,NA
184,196,Ryan Brehm,30,-0.282,-5.364,19,2004,sg_around_green,NA
T185,186,Henrik Stenson,6,-0.283,-0.566,2,2004,sg_around_green,NA
T185,T164,Dominic Bozzelli,23,-0.283,-4.523,16,2004,sg_around_green,NA
187,183,Anirban Lahiri,22,-0.286,-4.867,17,2004,sg_around_green,NA
188,187,Johnson Wagner,12,-0.292,-2.623,9,2004,sg_around_green,NA
189,190,C.T. Pan,16,-0.309,-1.236,4,2004,sg_around_green,NA
190,191,J.J. Henry,12,-0.311,-2.802,9,2004,sg_around_green,NA
T191,174,Andrew Landry,22,-0.315,-5.362,17,2004,sg_around_green,NA
T191,185,Robert Streb,29,-0.315,-5.666,18,2004,sg_around_green,NA
193,192,Doc Redman,34,-0.326,-8.159,25,2004,sg_around_green,NA
194,T193,Lucas Bjerregaard,9,-0.328,-2.296,7,2004,sg_around_green,NA
195,132,Jason Kokrak,17,-0.329,-2.305,7,2004,sg_around_green,NA
196,152,Ryan Moore,18,-0.341,-2.726,8,2004,sg_around_green,NA
197,217,Isaiah Salinda,11,-0.353,-3.174,9,2004,sg_around_green,NA
198,198,Chase Seiffert,30,-0.357,-6.791,19,2004,sg_around_green,NA
199,197,Cameron Percy,25,-0.368,-6.63,18,2004,sg_around_green,NA
200,206,Harry Higgs,33,-0.369,-8.122,22,2004,sg_around_green,NA
201,199,Robert Allenby,6,-0.37,-1.48,4,2004,sg_around_green,NA
202,T177,Paul Casey,16,-0.372,-2.233,6,2004,sg_around_green,NA
203,200,Chris Kirk,8,-0.389,-1.168,3,2004,sg_around_green,NA
204,203,Tommy Gainey,10,-0.402,-2.813,7,2004,sg_around_green,NA
205,204,Satoshi Kodaira,20,-0.418,-4.598,11,2004,sg_around_green,NA
206,205,Tim Herron,10,-0.436,-3.054,7,2004,sg_around_green,NA
207,201,Robby Shelton,31,-0.453,-9.961,22,2004,sg_around_green,NA
208,208,Sangmoon Bae,14,-0.468,-4.211,9,2004,sg_around_green,NA
209,209,John Rollins,8,-0.47,-2.821,6,2004,sg_around_green,NA
210,210,Freddie Jacobson,6,-0.479,-2.395,5,2004,sg_around_green,NA
211,215,Nelson Ledesma,25,-0.48,-7.677,16,2004,sg_around_green,NA
212,211,David Lingmerth,12,-0.481,-4.328,9,2004,sg_around_green,NA
213,226,Sam Burns,16,-0.496,-6.937,14,2004,sg_around_green,NA
214,107,Matthew Wolff,20,-0.513,-5.133,10,2004,sg_around_green,NA
215,213,Jhonattan Vegas,18,-0.515,-5.152,10,2004,sg_around_green,NA
216,216,Chip McDaniel,6,-0.53,-1.059,2,2004,sg_around_green,NA
217,212,Vince Covello,19,-0.535,-7.485,14,2004,sg_around_green,NA
218,223,Sungjae Im,32,-0.536,-9.653,18,2004,sg_around_green,NA
219,207,Troy Merritt,24,-0.575,-7.476,13,2004,sg_around_green,NA
220,214,Danny Lee,25,-0.601,-6.605,11,2004,sg_around_green,NA
221,219,Viktor Hovland,14,-0.614,-2.456,4,2004,sg_around_green,NA
222,220,Bubba Watson,14,-0.621,-3.725,6,2004,sg_around_green,NA
223,221,Keith Mitchell,22,-0.636,-6.996,11,2004,sg_around_green,NA
224,218,Michael Gellerman,23,-0.667,-12.008,18,2004,sg_around_green,NA
225,222,Brandon Wu,8,-0.695,-2.781,4,2004,sg_around_green,NA
226,228,John Senden,13,-0.742,-5.191,7,2004,sg_around_green,NA
227,225,Graham DeLaet,14,-0.755,-6.037,8,2004,sg_around_green,NA
228,230,Akshay Bhatia,11,-0.763,-6.107,8,2004,sg_around_green,NA
229,227,Will Gordon,12,-0.794,-5.555,7,2004,sg_around_green,NA
230,229,Mikumu Horikawa,12,-0.81,-3.241,4,2004,sg_around_green,NA
231,224,Max Homa,22,-0.847,-10.161,12,2004,sg_around_green,NA
232,231,Jim Herman,24,-0.927,-17.62,19,2004,sg_around_green,NA
233,232,Smylie Kaufman,6,-1.022,-4.087,4,2004,sg_around_green,NA
234,233,Davis Love III,6,-1.057,-1.057,1,2004,sg_around_green,NA
